gene_name_a	oln_id_a	gene_description_a	gene_name_b	oln_id_b	gene_description_b	type
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY2B-F	YFL002W-A	Transposon Ty2-F Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-GR1	YGR027W-A	Transposon Ty1-GR1 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-GR1	YGR027W-B	Transposon Ty1-GR1 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-GR2	YGR038C-A	Transposon Ty1-GR2 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-GR2	YGR038C-B	Transposon Ty1-GR2 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-GR3	YGR161C-C	Transposon Ty1-GR3 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-GR3	YGR161C-D	Transposon Ty1-GR3 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY2B-GR2	YGR161W-B	Transposon Ty2-GR2 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-H	YHR214C-B	Transposon Ty1-H Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-H	YHR214C-C	Transposon Ty1-H Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-JR2	YJR029W	Transposon Ty1-JR2 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-LR1	YLR035C-A	Transposon Ty1-LR1 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-LR2	YLR157C-A	Transposon Ty1-LR2 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-LR2	YLR157C-B	Transposon Ty1-LR2 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-LR3	YLR227W-A	Transposon Ty1-LR3 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-LR3	YLR227W-B	Transposon Ty1-LR3 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-LR4	YLR256W-A	Transposon Ty1-LR4 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY2B-LR1	YLR410W-B	Transposon Ty2-LR1 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-ML2	YML039W	Transposon Ty1-ML2 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-ML2	YML040W	Transposon Ty1-ML2 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-ML1	YML045W	Transposon Ty1-ML1 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-ML1	YML045W-A	Transposon Ty1-ML1 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-MR1	YMR045C	Transposon Ty1-MR1 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-MR1	YMR046C	Transposon Ty1-MR1 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1B-MR2	YMR050C	Transposon Ty1-MR2 Gag-Pol polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-MR2	YMR051C	Transposon Ty1-MR2 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	paralog
TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	paralog
AAD14	YNL331C	Putative aryl-alcohol dehydrogenase AAD14	AAD4	YDL243C	Probable aryl-alcohol dehydrogenase AAD4	paralog
THI12	YNL332W	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI12 {ECO:0000250|UniProtKB:P43534}	THI13	YDL244W	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI13 {ECO:0000250|UniProtKB:P43534}	paralog
THI12	YNL332W	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI12 {ECO:0000250|UniProtKB:P43534}	THI5	YFL058W	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI5 {ECO:0000303|PubMed:23048037}	paralog
THI12	YNL332W	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI12 {ECO:0000250|UniProtKB:P43534}	THI11	YJR156C	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI11 {ECO:0000250|UniProtKB:P43534}	paralog
SNZ2	YNL333W	Probable pyridoxal 5'-phosphate synthase subunit SNZ2	SNZ3	YFL059W	Probable pyridoxal 5'-phosphate synthase subunit SNZ3	paralog
SNZ2	YNL333W	Probable pyridoxal 5'-phosphate synthase subunit SNZ2	SNZ1	YMR096W	Pyridoxal 5'-phosphate synthase subunit SNZ1	paralog
SNO2	YNL334C	Probable pyridoxal 5'-phosphate synthase subunit SNO2	SNO3	YFL060C	Probable pyridoxal 5'-phosphate synthase subunit SNO3	paralog
SNO2	YNL334C	Probable pyridoxal 5'-phosphate synthase subunit SNO2	SNO1	YMR095C	Pyridoxal 5'-phosphate synthase subunit SNO1	paralog
DDI3	YNL335W	Cyanamide hydratase DDI3 {ECO:0000303|PubMed:25847245}	DDI2	YFL061W	Cyanamide hydratase DDI2 {ECO:0000303|PubMed:25847245}	paralog
COS1	YNL336W	Protein COS1	NA	YAR023C	Putative DUP240 protein YAR023C	paralog
COS1	YNL336W	Protein COS1	UIP3	YAR027W	ULP1-interacting protein 3	paralog
COS1	YNL336W	Protein COS1	NA	YAR028W	DUP240 protein YAR028W	paralog
COS1	YNL336W	Protein COS1	PRM9	YAR031W	Pheromone-regulated membrane protein 9	paralog
COS1	YNL336W	Protein COS1	MST28	YAR033W	Multicopy suppressor of SEC21 protein 28	paralog
COS1	YNL336W	Protein COS1	COS2	YBR302C	Protein COS2	paralog
COS1	YNL336W	Protein COS1	NA	YCR007C	DUP240 protein YCR007C	paralog
COS1	YNL336W	Protein COS1	COS7	YDL248W	Protein COS7	paralog
COS1	YNL336W	Protein COS1	COS4	YFL062W	Protein COS4	paralog
COS1	YNL336W	Protein COS1	MST27	YGL051W	Multicopy suppressor of SEC21 protein 27	paralog
COS1	YNL336W	Protein COS1	PRM8	YGL053W	Pheromone-regulated membrane protein 8	paralog
COS1	YNL336W	Protein COS1	COS12	YGL263W	Protein COS12	paralog
COS1	YNL336W	Protein COS1	COS6	YGR295C	Protein COS6	paralog
COS1	YNL336W	Protein COS1	NA	YHL042W	Putative uncharacterized protein YHL042W precursor	paralog
COS1	YNL336W	Protein COS1	ECM34	YHL043W	Protein ECM34	paralog
COS1	YNL336W	Protein COS1	NA	YHL044W	DUP240 protein YHL044W	paralog
COS1	YNL336W	Protein COS1	COS8	YHL048W	Protein COS8	paralog
COS1	YNL336W	Protein COS1	COS5	YJR161C	Protein COS5	paralog
COS1	YNL336W	Protein COS1	COS9	YKL219W	Protein COS9	paralog
COS1	YNL336W	Protein COS1	COS3	YML132W	Protein COS3	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YBL111C	Uncharacterized helicase-like protein YBL111C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YBL112C	Putative uncharacterized helicase-like protein YBL112C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YBL113C	Uncharacterized protein YBL113C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	YRF1-1	YDR545W	Y' element ATP-dependent helicase protein 1 copy 1	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YEL075C	Uncharacterized protein YEL075C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YEL076C	Uncharacterized protein YEL076C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YEL076C-A	Putative uncharacterized protein YEL076C-A	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YEL077C	Y' element ATP-dependent helicase YEL077C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YER189W	Uncharacterized protein YER189W	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	YRF1-2	YER190W	Y' element ATP-dependent helicase protein 1 copy 2	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YFL064C	Uncharacterized protein YFL064C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YFL065C	Uncharacterized protein YFL065C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YFL066C	Y' element ATP-dependent helicase YFL066C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	YRF1-3	YGR296W	Y' element ATP-dependent helicase protein 1 copy 3	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YHL049C	Uncharacterized protein YHL049C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YHL050C	Uncharacterized protein YHL050C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YHR218W	Putative uncharacterized protein YHR218W	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YHR219W	Putative uncharacterized protein YHR219W	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YIL177C	Y' element ATP-dependent helicase YIL177C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YJL225C	Y' element ATP-dependent helicase YJL225C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YLL066C	Y' element ATP-dependent helicase YLL066C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YLL067C	Y' element ATP-dependent helicase YLL067C	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YLR462W	Putative uncharacterized protein YLR462W	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YLR464W	Putative uncharacterized protein YLR464W	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	YRF1-4	YLR466W	Y' element ATP-dependent helicase protein 1 copy 4	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	YRF1-5	YLR467W	Y' element ATP-dependent helicase protein 1 copy 5	paralog
YRF1-6	YNL339C	Y' element ATP-dependent helicase protein 1 copy 6	NA	YML133C	Y' element ATP-dependent helicase YML133C	paralog
CIT1	YNR001C	Citrate synthase, mitochondrial {ECO:0000303|PubMed:6090126} precursor	CIT2	YCR005C	Citrate synthase, peroxisomal	ohnolog, paralog
ATO2	YNR002C	Ammonia transport outward protein 2	ADY2	YCR010C	Accumulation of dyads protein 2	ohnolog, paralog
NA	YNR014W	Uncharacterized protein YNR014W	NA	YMR206W	Uncharacterized protein YMR206W	ohnolog
ACC1	YNR016C	Acetyl-CoA carboxylase	HFA1	YMR207C	Acetyl-CoA carboxylase, mitochondrial precursor	ohnolog, paralog
ARE2	YNR019W	Sterol O-acyltransferase 2	ARE1	YCR048W	Sterol O-acyltransferase 1	ohnolog
SNF12	YNR023W	Transcription regulatory protein SNF12	RSC6	YCR052W	Chromatin structure-remodeling complex protein RSC6	ohnolog
SEC12	YNR026C	Guanine nucleotide-exchange factor SEC12	SED4	YCR067C	Putative guanine nucleotide-exchange factor SED4	ohnolog
CPR8	YNR028W	Peptidyl-prolyl cis-trans isomerase CYP8	CPR4	YCR069W	Peptidyl-prolyl cis-trans isomerase CPR4 precursor	ohnolog
SSK2	YNR031C	MAP kinase kinase kinase SSK2	SSK22	YCR073C	Serine/threonine-protein kinase SSK22	ohnolog, paralog
SOL1	YNR034W	6-phosphogluconolactonase-like protein 1	SOL2	YCR073W-A	6-phosphogluconolactonase-like protein 2	ohnolog
NA	YNR034W-A	Uncharacterized protein YNR034W-A	NA	YCR075W-A	Uncharacterized protein YCR075W-A	ohnolog
AGA1	YNR044W	A-agglutinin anchorage subunit precursor	FIG2	YCR089W	Factor-induced gene 2 protein precursor	ohnolog
FPK1	YNR047W	Flippase kinase 1	KIN82	YCR091W	Serine/threonine-protein kinase KIN82	ohnolog, paralog
NA	YNR048W	Uncharacterized protein YNR048W	CDC50	YCR094W	Cell division control protein 50	ohnolog
MNT4	YNR059W	Probable alpha-1,3-mannosyltransferase MNT4	MNT2	YGL257C	Alpha-1,3-mannosyltransferase MNT2	paralog
FRE4	YNR060W	Ferric reductase transmembrane component 4 precursor	FRE2	YKL220C	Ferric/cupric reductase transmembrane component 2 precursor	paralog
NA	YNR065C	Uncharacterized membrane glycoprotein YNR065C	PEP1	YBL017C	Vacuolar protein sorting/targeting protein VPS10 precursor	paralog
NA	YNR065C	Uncharacterized membrane glycoprotein YNR065C	VTH1	YIL173W	VPS10 homolog 1 precursor	paralog
NA	YNR065C	Uncharacterized membrane glycoprotein YNR065C	VTH2	YJL222W	VPS10 homolog 2 precursor	paralog
NA	YNR066C	Uncharacterized membrane glycoprotein YNR066C	NA	YCR100C	Uncharacterized protein YCR100C	paralog
NA	YNR066C	Uncharacterized membrane glycoprotein YNR066C	NA	YCR101C	Uncharacterized protein YCR101C	paralog
PDR18	YNR070W	ABC transporter ATP-binding protein/permease PDR18	SNQ2	YDR011W	Protein SNQ2	paralog
PDR18	YNR070W	ABC transporter ATP-binding protein/permease PDR18	PDR15	YDR406W	ATP-dependent permease PDR15	paralog
PDR18	YNR070W	ABC transporter ATP-binding protein/permease PDR18	PDR11	YIL013C	ATP-dependent permease PDR11	paralog
NA	YNR071C	Uncharacterized isomerase YNR071C	NA	YHR210C	Uncharacterized isomerase YHR210C	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT15	YDL245C	Hexose transporter HXT15	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT7	YDR342C	High-affinity hexose transporter HXT6	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT6	YDR343C	High-affinity hexose transporter HXT6	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT3	YDR345C	Low-affinity glucose transporter HXT3	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT13	YEL069C	Hexose transporter HXT13	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT4	YHR092C	Low-affinity glucose transporter HXT4	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT1	YHR094C	Low-affinity glucose transporter HXT1	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT8	YJL214W	Hexose transporter HXT8	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT9	YJL219W	Hexose transporter HXT9	paralog
HXT17	YNR072W	Hexose transporter HXT17	HXT16	YJR158W	Hexose transporter HXT16	paralog
HXT17	YNR072W	Hexose transporter HXT17	GAL2	YLR081W	Galactose transporter	paralog
NA	YNR073C	Mannitol dehydrogenase YNR073C	DSF1	YEL070W	Mannitol dehydrogenase DSF1	paralog
NA	YNR075C-A	Putative UPF0377 protein YNR075C-A	NA	YAL067W-A	Putative UPF0377 protein YAL067W-A	paralog
COS10	YNR075W	Protein COS10	NA	YAR023C	Putative DUP240 protein YAR023C	paralog
COS10	YNR075W	Protein COS10	UIP3	YAR027W	ULP1-interacting protein 3	paralog
COS10	YNR075W	Protein COS10	NA	YAR028W	DUP240 protein YAR028W	paralog
COS10	YNR075W	Protein COS10	COS2	YBR302C	Protein COS2	paralog
COS10	YNR075W	Protein COS10	NA	YCR007C	DUP240 protein YCR007C	paralog
COS10	YNR075W	Protein COS10	COS7	YDL248W	Protein COS7	paralog
COS10	YNR075W	Protein COS10	COS4	YFL062W	Protein COS4	paralog
COS10	YNR075W	Protein COS10	MST27	YGL051W	Multicopy suppressor of SEC21 protein 27	paralog
COS10	YNR075W	Protein COS10	COS12	YGL263W	Protein COS12	paralog
COS10	YNR075W	Protein COS10	COS6	YGR295C	Protein COS6	paralog
COS10	YNR075W	Protein COS10	NA	YHL042W	Putative uncharacterized protein YHL042W precursor	paralog
COS10	YNR075W	Protein COS10	ECM34	YHL043W	Protein ECM34	paralog
COS10	YNR075W	Protein COS10	COS8	YHL048W	Protein COS8	paralog
COS10	YNR075W	Protein COS10	COS5	YJR161C	Protein COS5	paralog
COS10	YNR075W	Protein COS10	COS9	YKL219W	Protein COS9	paralog
COS10	YNR075W	Protein COS10	COS3	YML132W	Protein COS3	paralog
COS10	YNR075W	Protein COS10	COS1	YNL336W	Protein COS1	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU8	YAL068C	Seripauperin-8 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU24	YBR301W	Seripauperin-24 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU3	YCR104W	Seripauperin-3	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU10	YDR542W	Seripauperin-10 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU2	YEL049W	Seripauperin-2	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU5	YFL020C	Seripauperin-5	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU11	YGL261C	Seripauperin-11 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU12	YGR294W	Seripauperin-12	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU13	YHL046C	Seripauperin-13 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU14	YIL176C	Seripauperin-14 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU15	YIR041W	Seripauperin-15 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU1	YJL223C	Seripauperin-1 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU16	YKL224C	Seripauperin-16 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU17	YLL025W	Seripauperin-17 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU18	YLL064C	Seripauperin-18 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU23	YLR037C	Seripauperin-23 precursor	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU4	YLR461W	Seripauperin-4	paralog
PAU6	YNR076W	Seripauperin-6 precursor	PAU19	YMR325W	Seripauperin-19 precursor	paralog
PLB3	YOL011W	Lysophospholipase 3 precursor	PLB2	YMR006C	Lysophospholipase 2 precursor	paralog
PLB3	YOL011W	Lysophospholipase 3 precursor	PLB1	YMR008C	Lysophospholipase 1 {ECO:0000303|PubMed:8051052} precursor	ohnolog, paralog
CMK2	YOL016C	Calcium/calmodulin-dependent protein kinase II	CMK1	YFR014C	Calcium/calmodulin-dependent protein kinase I	ohnolog
ESC8	YOL017W	Protein ESC8	IOC3	YFR013W	ISWI one complex protein 3	ohnolog
NA	YOL019W	Uncharacterized membrane protein YOL019W	DCV1	YFR012W	Protein DCV1 precursor	ohnolog
NA	YOL024W	Putative uncharacterized protein YOL024W	IGD1	YFR017C	Inhibitor of glycogen debranching 1	ohnolog
YAP7	YOL028C	AP-1-like transcription factor YAP7	YAP5	YIR018W	AP-1-like transcription factor YAP5	ohnolog
NA	YOL036W	Uncharacterized protein YOL036W	NA	YIR016W	Uncharacterized protein YIR016W	ohnolog
NTG2	YOL043C	Endonuclease III homolog 2 {ECO:0000255|HAMAP-Rule:MF_03183}	NTG1	YAL015C	Endonuclease III homolog 1 {ECO:0000255|HAMAP-Rule:MF_03183} precursor	ohnolog
PSK2	YOL045W	Serine/threonine-protein kinase PSK2	PSK1	YAL017W	Serine/threonine-protein kinase PSK1	ohnolog, paralog
DDR2	YOL052C-A	Protein DDR2 precursor	HOR7	YMR251W-A	Protein HOR7 precursor	ohnolog
GPM3	YOL056W	Phosphoglycerate mutase 3	GPM2	YDL021W	Phosphoglycerate mutase 2	ohnolog, paralog
GPD2	YOL059W	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial precursor	GPD1	YDL022W	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1	ohnolog
RIB2	YOL066C	Bifunctional protein RIB2	PUS9	YDL036C	tRNA pseudouridine(32) synthase, mitochondrial precursor	ohnolog
HST1	YOL068C	NAD-dependent protein deacetylase HST1	SIR2	YDL042C	NAD-dependent histone deacetylase SIR2	ohnolog
IRA2	YOL081W	Inhibitory regulator protein IRA2	IRA1	YBR140C	Inhibitory regulator protein IRA1	ohnolog, paralog
ATG34	YOL083W	Autophagy-related protein 34	ATG19	YOL082W	Autophagy-related protein 19	paralog
ADH1	YOL086C	Alcohol dehydrogenase 1	ADH5	YBR145W	Alcohol dehydrogenase 5	ohnolog
ADH1	YOL086C	Alcohol dehydrogenase 1	ADH2	YMR303C	Alcohol dehydrogenase 2	paralog
HAL9	YOL089C	Halotolerance protein 9	TBS1	YBR150C	Uncharacterized transcriptional regulatory protein TBS1	ohnolog
SPO21	YOL091W	Sporulation-specific protein 21	YSW1	YBR148W	Spore-specific protein YSW1	ohnolog
YPQ1	YOL092W	Probable vacuolar amino acid transporter YPQ1	RTC2	YBR147W	Probable vacuolar amino acid transporter YPQ3	ohnolog
PKH2	YOL100W	Serine/threonine-protein kinase PKH2	PKH1	YDR490C	Serine/threonine-protein kinase PKH1	ohnolog
IZH4	YOL101C	ADIPOR-like receptor IZH4	IZH1	YDR492W	ADIPOR-like receptor IZH1	ohnolog
ITR2	YOL103W	Myo-inositol transporter 2	ITR1	YDR497C	Myo-inositol transporter 1	ohnolog, paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1B-ER1	YER138C	Transposon Ty1-ER1 Gag-Pol polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY1B-ER2	YER160C	Transposon Ty1-ER2 Gag-Pol polyprotein	paralog
TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	TY2A-F	YFL002W-B	Transposon Ty2-F Gag polyprotein	paralog
