regulator_gene_name	regulator_oln_id	regulator_gene_description	target_gene_name	target_oln_id	target_gene_description	gene_expression_evidence	binding_evidence	combinatorial_evidence	regulation_direction	pubmed_id
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	ZPR1	YGR211W	Zinc finger protein ZPR1	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NA	YHL008C	Uncharacterized transporter YHL008C	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SPO16	YHR153C	Sporulation-specific protein 16	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	RTT107	YHR154W	Regulator of Ty1 transposition protein 107	0	3	0		12399584,21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	RNR3	YIL066C	Ribonucleoside-diphosphate reductase large chain 2	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	GTT1	YIR038C	Glutathione S-transferase 1	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SYS1	YJL004C	Protein SYS1	1	1	0	inactivates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	LCB3	YJL134W	Dihydrosphingosine 1-phosphate phosphatase LCB3	1	2	0	inactivates	12399584,20385592,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NA	YJL135W	Putative uncharacterized protein YJL135W	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	RPS21B	YJL136C	40S ribosomal protein S21-B	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	MIR1	YJR077C	Mitochondrial phosphate carrier protein	1	1	0	inactivates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	OAC1	YKL120W	Mitochondrial oxaloacetate transport protein	1	1	0	activates	20385592,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	DBP7	YKR024C	ATP-dependent RNA helicase DBP7	1	1	0	inactivates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	GCN3	YKR026C	Translation initiation factor eIF-2B subunit alpha	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	RTT109	YLL002W	Histone acetyltransferase RTT109	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SMF3	YLR034C	Iron transporter SMF3	1	2	0	inactivates	12399584,20385592,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	BOS1	YLR078C	Protein transport protein BOS1	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SIC1	YLR079W	Protein SIC1	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	ALT1	YLR089C	Probable alanine aminotransferase, mitochondrial precursor	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	RFX1	YLR176C	RFX-like DNA-binding protein RFX1	1	1	0	activates	20385592,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	CTS1	YLR286C	Endochitinase precursor	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	SNA2	YDR525W-A	Protein SNA2	0	2	0		12399584,16522208
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	YAP1	YML007W	AP-1-like transcription factor YAP1	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SUR7	YML052W	Protein SUR7	1	1	0	inactivates	20385592,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NA	YMR034C	Uncharacterized membrane protein YMR034C	1	1	0	inactivates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SIP5	YMR140W	Protein SIP5	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	DDR48	YMR173W	Stress protein DDR48	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	MMT1	YMR177W	Mitochondrial metal transporter 1 precursor	1	2	0	inactivates	12399584,16522208,20385592
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	DSK2	YMR276W	Ubiquitin domain-containing protein DSK2	1	1	0	activates	20385592,21329885
FHL1	YPR104C	Pre-rRNA-processing protein FHL1	RPS16A	YMR143W	40S ribosomal protein S16-A	0	3	0		12399584,21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NA	YMR279C	Uncharacterized transporter YMR279C	3	2	0	inactivates	12399584,17417638,20385592,22720667,24766815
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	PRE5	YMR314W	Proteasome subunit alpha type-6	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	APP1	YNL094W	Phosphatidate phosphatase APP1	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NA	YOR268C	Uncharacterized protein YOR268C	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	PAC1	YOR269W	Nuclear distribution protein PAC1 {ECO:0000255|HAMAP-Rule:MF_03141}	0	2	0		12399584,16522208
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	FSH3	YOR280C	Family of serine hydrolases 3	1	2	0	inactivates	12399584,20385592,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	HUA2	YOR284W	Protein HUA2	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	NA	YOR378W	Drug resistance protein YOR378W	3	2	0	inactivates	12399584,17417638,20385592,22720667,24766815
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	LCL1	YPL056C	Long chronological lifespan protein 1 precursor	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	GLR1	YPL091W	Glutathione reductase	1	1	0	activates	20385592,21329885
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	RRD2	YPL152W	Serine/threonine-protein phosphatase 2A activator 2	0	2	0		21329885,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	POS5	YPL188W	NADH kinase POS5, mitochondrial precursor	0	2	0		12399584,22720667
RFX1	YLR176C	RFX-like DNA-binding protein RFX1	SUT2	YPR009W	Sterol uptake protein 2	1	1	0	activates	20385592,21329885
SWI6	YLR182W	Regulatory protein SWI6	HHF1	YBR009C	Histone H4	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	HHT1	YBR010W	Histone H3	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	ALG14	YBR070C	UDP-N-acetylglucosamine transferase subunit ALG14	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	NA	YBR071W	Uncharacterized protein YBR071W	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	SLM4	YBR077C	Protein SLM4	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	ECM33	YBR078W	Cell wall protein ECM33 precursor	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	CDC28	YBR160W	Cyclin-dependent kinase 1	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	MRC1	YCL061C	Mediator of replication checkpoint protein 1	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	VAC17	YCL063W	vacuole-related protein 17	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	CHA1	YCL064C	Catabolic L-serine/threonine dehydratase	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	ERP3	YDL018C	Protein ERP3 precursor	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	DUN1	YDL101C	DNA damage response protein kinase DUN1	1	2	0	inactivates	12399584,16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	PCL2	YDL127W	PHO85 cyclin-2	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	ENT1	YDL161W	Epsin-1	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	HO	YDL227C	Homothallic switching endonuclease	1	2	0	activates	12399584,22720667,24766815
SWI6	YLR182W	Regulatory protein SWI6	NA	YDR115W	54S ribosomal protein L34, mitochondrial precursor	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	NA	YDR133C	Putative uncharacterized protein YDR133C	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	MKC7	YDR144C	Aspartic proteinase MKC7 precursor	1	2	0	inactivates	12399584,20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	TAF12	YDR145W	Transcription initiation factor TFIID subunit 12	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	HTA1	YDR225W	Histone H2A.1	1	1	0	activates	16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	DIN7	YDR263C	DNA damage-inducible protein DIN7	1	2	0	inactivates	12399584,16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	RNH202	YDR279W	Ribonuclease H2 subunit B	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	GIC2	YDR309C	GTPase-interacting component 2	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	PLM2	YDR501W	Protein PLM2	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	GIN4	YDR507C	Serine/threonine-protein kinase GIN4	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	SNA2	YDR525W-A	Protein SNA2	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	HLR1	YDR528W	Protein HLR1	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	UTR2	YEL040W	Probable glycosidase CRH2 precursor	1	1	0	inactivates	16522208,20385592
BAS1	YKR099W	Myb-like DNA-binding protein BAS1	PTR3	YFR029W	SPS-sensor component PTR3	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	MNN1	YER001W	Alpha-1,3-mannosyltransferase MNN1	1	1	0	inactivates	16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	FMP52	YER004W	Protein FMP52, mitochondrial precursor	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	RNR1	YER070W	Ribonucleoside-diphosphate reductase large chain 1	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	ICP55	YER078C	Intermediate cleaving peptidase 55	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	NA	YER079W	Uncharacterized protein YER079W	1	2	0	inactivates	12399584,20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	ILV1	YER086W	Threonine dehydratase, mitochondrial precursor	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	PUP3	YER094C	Proteasome subunit beta type-3	1	2	0	inactivates	12399584,20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	RAD51	YER095W	DNA repair protein RAD51	1	2	0	inactivates	12399584,20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	UBP9	YER098W	Ubiquitin carboxyl-terminal hydrolase 9	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	SWI4	YER111C	Regulatory protein SWI4	1	2	0	inactivates	12399584,16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	LSM4	YER112W	U6 snRNA-associated Sm-like protein LSm4	0	2	0		12399584,16522208
ACE2	YLR131C	Metallothionein expression activator	GAT1	YFL021W	Transcriptional regulatory protein GAT1	1	2	0	activates	12399584,20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	SHO1	YER118C	High osmolarity signaling protein SHO1	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	VFA1	YER128W	VPS4-associated protein 1	1	1	0	inactivates	12399584,20385592
SWI6	YLR182W	Regulatory protein SWI6	EMP65	YER140W	Endoplasmic reticulum membrane protein 65 {ECO:0000305|PubMed:23275891}	1	1	0	inactivates	12399584,20385592
SWI6	YLR182W	Regulatory protein SWI6	NA	YER156C	UPF0160 protein YER156C	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	ULI1	YFR026C	Unfolded protein response-inducible protein 1	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	OCH1	YGL038C	Initiation-specific alpha-1,6-mannosyltransferase {ECO:0000305}	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	TOS3	YGL179C	Serine/threonine-protein kinase TOS3	1	2	0	inactivates	12399584,16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	BUD9	YGR041W	Bud site selection protein 9	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	CLD1	YGR110W	Cardiolipin-specific deacylase 1, mitochondrial precursor	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	RTA1	YGR213C	Protein RTA1	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	SNF6	YHL025W	Transcription regulatory protein SNF6	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	GIC1	YHR061C	GTPase-interacting component 1	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	SKG6	YHR149C	Protein SKG6	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	PEX28	YHR150W	Peroxisomal membrane protein PEX28	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	SPO16	YHR153C	Sporulation-specific protein 16	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	RTT107	YHR154W	Regulator of Ty1 transposition protein 107	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	IRR1	YIL026C	Cohesin subunit SCC3	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	AXL2	YIL140W	Axial budding pattern protein 2 precursor	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	MSL1	YIR009W	U2 small nuclear ribonucleoprotein B''	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	JEM1	YJL073W	DnaJ-like chaperone JEM1 precursor	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	SMC3	YJL074C	Structural maintenance of chromosomes protein 3	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	SRS2	YJL092W	ATP-dependent DNA helicase SRS2	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	TOK1	YJL093C	Outward-rectifier potassium channel TOK1	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	CIS3	YJL158C	Cell wall mannoprotein CIS3 precursor	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	GON7	YJL184W	EKC/KEOPS complex subunit GON7	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	MNN5	YJL186W	Alpha-1,2-mannosyltransferase MNN5 precursor	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	ELO1	YJL196C	Elongation of fatty acids protein 1 {ECO:0000303|PubMed:8702485}	1	1	0	inactivates	16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	NA	YJR030C	UPF0508 protein YJR030C	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	CYC1	YJR048W	Cytochrome c iso-1	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	NA	YJR054W	Uncharacterized vacuolar membrane protein YJR054W	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	PRI2	YKL045W	DNA primase large subunit	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	CWP1	YKL096W	Cell wall protein CWP1 precursor	2	1	0	activates	16522208,17417638,20385592
SWI6	YLR182W	Regulatory protein SWI6	CWP2	YKL096W-A	Cell wall protein CWP2 precursor	1	1	0	activates	16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	NA	YKL097C	Putative uncharacterized protein YKL097C	1	1	0	activates	17417638,22720667
SWI6	YLR182W	Regulatory protein SWI6	ABF1	YKL112W	ARS-binding factor 1	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	RAD27	YKL113C	Flap endonuclease 1 {ECO:0000255|HAMAP-Rule:MF_03140}	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	KDX1	YKL161C	Serine/threonine-protein kinase KDX1	1	1	0	inactivates	12399584,24766815
SWI6	YLR182W	Regulatory protein SWI6	NA	YKR011C	Uncharacterized protein YKR011C	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	PRY2	YKR013W	Protein PRY2 precursor	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	MSA2	YKR077W	Putative transcriptional activator MSA2	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	PXL1	YKR090W	Paxillin-like protein 1	1	1	0	inactivates	17417638,22720667
SWI6	YLR182W	Regulatory protein SWI6	RFU1	YLR073C	Regulator of free ubiquitin chains 1	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	CDC45	YLR103C	Cell division control protein 45	1	2	0	inactivates	12399584,16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	LCL2	YLR104W	Long chronological lifespan protein 2 precursor	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	YPS3	YLR121C	Aspartic proteinase yapsin-3 precursor	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	TOP3	YLR234W	DNA topoisomerase 3	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	EXG1	YLR300W	Glucan 1,3-beta-glucosidase I/II precursor	1	1	0	activates	16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	MID2	YLR332W	Cell wall integrity sensor MID2 precursor	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	MRPL4	YLR439W	54S ribosomal protein L4, mitochondrial precursor	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	YOX1	YML027W	Homeobox protein YOX1	1	2	0	activates	12399584,16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	PLB2	YMR006C	Lysophospholipase 2 precursor	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	NA	YMR007W	Putative uncharacterized protein YMR007W	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	PDS5	YMR076C	Sister chromatid cohesion protein PDS5	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	DDR48	YMR173W	Stress protein DDR48	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	NA	YMR173W-A	Putative uncharacterized membrane protein YMR173W-A {ECO:0000305}	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	SPT21	YMR179W	Protein SPT21	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	CLN1	YMR199W	G1/S-specific cyclin CLN1	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	GAS3	YMR215W	Probable 1,3-beta-glucanosyltransferase GAS3 precursor	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	NA	YMR306C-A	Putative uncharacterized membrane protein YMR306C-A {ECO:0000305}	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	GAS1	YMR307W	1,3-beta-glucanosyltransferase GAS1 precursor	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	HHT2	YNL031C	Histone H3	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	POR1	YNL055C	Mitochondrial outer membrane protein porin 1	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	BNI5	YNL166C	Bud neck protein 5	2	1	0	inactivates	17417638,20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	PCL1	YNL289W	PHO85 cyclin-1 {ECO:0000305|PubMed:7973730}	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	CLA4	YNL298W	Serine/threonine-protein kinase CLA4	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	TOS6	YNL300W	Protein TOS6 precursor	3	2	0	activates	12399584,17417638,20385592,22720667,24766815
SWI6	YLR182W	Regulatory protein SWI6	RPL18B	YNL301C	60S ribosomal protein L18-B	0	2	0		12399584,22720667
SWI6	YLR182W	Regulatory protein SWI6	AGA1	YNR044W	A-agglutinin anchorage subunit precursor	2	1	0	activates	16522208,17417638,20385592
SWI6	YLR182W	Regulatory protein SWI6	CSI2	YOL007C	Chitin synthase 3 complex protein CSI2	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	ESC8	YOL017W	Protein ESC8	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	SKM1	YOL113W	Serine/threonine-protein kinase SKM1	1	2	0	inactivates	12399584,16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	NA	YOL114C	Putative uncharacterized protein YOL114C	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	CDC21	YOR074C	Thymidylate synthase	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	UFE1	YOR075W	Syntaxin UFE1	0	2	0		12399584,16522208
SWI6	YLR182W	Regulatory protein SWI6	SLK19	YOR195W	Kinetochore protein SLK19	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	STE4	YOR212W	Guanine nucleotide-binding protein subunit beta	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	ISU2	YOR226C	Iron sulfur cluster assembly protein 2, mitochondrial precursor	1	1	0	inactivates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	ENV9	YOR246C	Probable oxidoreductase ENV9	1	1	0	activates	16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	SRL1	YOR247W	Cell wall protein SRL1 precursor	1	1	0	activates	16522208,20385592
SWI6	YLR182W	Regulatory protein SWI6	NA	YOR248W	Putative uncharacterized protein YOR248W	1	1	0	activates	20385592,22720667
SWI6	YLR182W	Regulatory protein SWI6	NDD1	YOR372C	Nuclear division defective protein 1	0	2	0		12399584,16522208
