kinase_gene_name	kinase_oln_id	kinase_gene_description	target_gene_name	target_oln_id	target_gene_description	score
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	YAP1	YML007W	AP-1-like transcription factor YAP1	3.67556
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	CDC15	YAR019C	Cell division control protein 15	3.671
PBS2	YJL128C	MAP kinase kinase PBS2	CDC15	YAR019C	Cell division control protein 15	3.671
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	CDC28	YBR160W	Cyclin-dependent kinase 1	3.671
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	CLN1	YMR199W	G1/S-specific cyclin CLN1	3.671
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	CLN2	YPL256C	G1/S-specific cyclin CLN2	3.671
CTK1	YKL139W	CTD kinase subunit alpha	IMD2	YHR216W	Inosine-5'-monophosphate dehydrogenase 2 {ECO:0000255|HAMAP-Rule:MF_03156}	3.671
CTK1	YKL139W	CTD kinase subunit alpha	KIN28	YDL108W	Serine/threonine-protein kinase KIN28	3.671
SLN1	YIL147C	Osmosensing histidine protein kinase SLN1	MCM1	YMR043W	Pheromone receptor transcription factor	3.671
CTK1	YKL139W	CTD kinase subunit alpha	MIG1	YGL035C	Regulatory protein MIG1	3.671
SKY1	YMR216C	Serine/threonine-protein kinase SKY1	MTR10	YOR160W	mRNA transport regulator MTR10	3.671
CDC28	YBR160W	Cyclin-dependent kinase 1	PCL1	YNL289W	PHO85 cyclin-1 {ECO:0000305|PubMed:7973730}	3.671
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	PDR1	YGL013C	Transcription factor PDR1	3.671
DUN1	YDL101C	DNA damage response protein kinase DUN1	PDS1	YDR113C	Securin	3.671
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	RNR4	YGR180C	Ribonucleoside-diphosphate reductase small chain 2	3.671
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	RNR4	YGR180C	Ribonucleoside-diphosphate reductase small chain 2	3.671
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	ESC1	YMR219W	Silent chromatin protein ESC1	3.65605
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	NET1	YJL076W	Nucleolar protein NET1	3.65605
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	CAT2	YML042W	Carnitine O-acetyltransferase, mitochondrial precursor	3.65585
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	MSN4	YKL062W	Zinc finger protein MSN4	3.65585
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	REG2	YBR050C	Protein REG2	3.65585
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	RTS1	YOR014W	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	3.65585
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	SOD1	YJR104C	Superoxide dismutase [Cu-Zn]	3.65585
CDC28	YBR160W	Cyclin-dependent kinase 1	STE2	YFL026W	Pheromone alpha factor receptor	3.65585
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	GLC7	YER133W	Serine/threonine-protein phosphatase PP1-2	3.64219
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	KEL2	YGR238C	Kelch repeat-containing protein 2	3.64219
MKK2	YPL140C	MAP kinase kinase MKK2/SSP33	ZEO1	YOL109W	Protein ZEO1	3.63705
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	ZEO1	YOL109W	Protein ZEO1	3.63705
TPK2	YPL203W	cAMP-dependent protein kinase type 2	MGA1	YGR249W	Protein MGA1	3.63209
RCK2	YLR248W	Serine/threonine-protein kinase RCK2	ROD1	YOR018W	Protein ROD1	3.63209
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	SEC2	YNL272C	Rab guanine nucleotide exchange factor SEC2	3.63209
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	SWI6	YLR182W	Regulatory protein SWI6	3.628449
DBF2	YGR092W	Cell cycle protein kinase DBF2	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	3.627387
IRE1	YHR079C	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	SEC12	YNR026C	Guanine nucleotide-exchange factor SEC12	3.627387
SPS1	YDR523C	Sporulation-specific protein 1	BMH1	YER177W	Protein BMH1	3.6272
SPS1	YDR523C	Sporulation-specific protein 1	BMH2	YDR099W	Protein BMH2	3.6272
IRE1	YHR079C	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	DCR2	YLR361C	Phosphatase DCR2	3.6272
SCH9	YHR205W	Serine/threonine-protein kinase SCH9	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	3.6272
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	KAP123	YER110C	Importin subunit beta-4 {ECO:0000305}	3.6272
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SCH9	YHR205W	Serine/threonine-protein kinase SCH9	3.6272
BUD32	YGR262C	EKC/KEOPS complex subunit BUD32	SCH9	YHR205W	Serine/threonine-protein kinase SCH9	3.6272
KIN28	YDL108W	Serine/threonine-protein kinase KIN28	SSU72	YNL222W	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	3.6272
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	3.6272
KDX1	YKL161C	Serine/threonine-protein kinase KDX1	BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	3.6272
DBF2	YGR092W	Cell cycle protein kinase DBF2	CDC14	YFR028C	Tyrosine-protein phosphatase CDC14	3.6272
PBS2	YJL128C	MAP kinase kinase PBS2	MSG5	YNL053W	Tyrosine-protein phosphatase MSG5	3.6272
TOS3	YGL179C	Serine/threonine-protein kinase TOS3	SNF4	YGL115W	5'-AMP-activated protein kinase subunit gamma	3.6272
CBK1	YNL161W	Serine/threonine-protein kinase CBK1	ZRG8	YER033C	Zinc-regulated protein 8	3.6272
AKL1	YBR059C	Serine/threonine-protein kinase AKL1	AKL1	YBR059C	Serine/threonine-protein kinase AKL1	3.62
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	BOI1	YBL085W	Protein BOB1	3.62
PTK2	YJR059W	Serine/threonine-protein kinase PTK2/STK2	CDC28	YBR160W	Cyclin-dependent kinase 1	3.62
CDC28	YBR160W	Cyclin-dependent kinase 1	GSY2	YLR258W	Glycogen [starch] synthase isoform 2	3.62
CDC28	YBR160W	Cyclin-dependent kinase 1	MAD3	YJL013C	Spindle assembly checkpoint component MAD3	3.62
CDC28	YBR160W	Cyclin-dependent kinase 1	MSA2	YKR077W	Putative transcriptional activator MSA2	3.62
CDC28	YBR160W	Cyclin-dependent kinase 1	VIP1	YLR410W	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	3.62
TOR2	YKL203C	Serine/threonine-protein kinase TOR2	TOR1	YJR066W	Serine/threonine-protein kinase TOR1	3.613459
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	TOR2	YKL203C	Serine/threonine-protein kinase TOR2	3.613459
SSK2	YNR031C	MAP kinase kinase kinase SSK2	GPD1	YDL022W	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1	3.60749
SSK2	YNR031C	MAP kinase kinase kinase SSK2	HOT1	YMR172W	High-osmolarity-induced transcription protein 1	3.60749
SSK2	YNR031C	MAP kinase kinase kinase SSK2	PTP2	YOR208W	Tyrosine-protein phosphatase 2	3.60749
MEK1	YOR351C	Meiosis-specific serine/threonine-protein kinase MEK1	RAD51	YER095W	DNA repair protein RAD51	3.60749
TPK2	YPL203W	cAMP-dependent protein kinase type 2	RAS2	YNL098C	Ras-like protein 2 precursor	3.60749
TPK3	YKL166C	cAMP-dependent protein kinase type 3	RAS2	YNL098C	Ras-like protein 2 precursor	3.60749
PBS2	YJL128C	MAP kinase kinase PBS2	RAS2	YNL098C	Ras-like protein 2 precursor	3.60749
TPK1	YJL164C	cAMP-dependent protein kinase type 1	RAS2	YNL098C	Ras-like protein 2 precursor	3.60749
RIM15	YFL033C	Serine/threonine-protein kinase RIM15	SIC1	YLR079W	Protein SIC1	3.60749
CDC28	YBR160W	Cyclin-dependent kinase 1	ZDS1	YMR273C	Protein ZDS1	3.60749
MEK1	YOR351C	Meiosis-specific serine/threonine-protein kinase MEK1	ZIP1	YDR285W	Synaptonemal complex protein ZIP1	3.60749
PSK2	YOL045W	Serine/threonine-protein kinase PSK2	PSK1	YAL017W	Serine/threonine-protein kinase PSK1	3.602938
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	CDC11	YJR076C	Cell division control protein 11	3.602817
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	BRO1	YPL084W	Vacuolar-sorting protein BRO1	3.590741
DBF2	YGR092W	Cell cycle protein kinase DBF2	CDC15	YAR019C	Cell division control protein 15	3.590741
PKC1	YBL105C	Protein kinase C-like 1	CLB5	YPR120C	S-phase entry cyclin-5	3.590741
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	CLB5	YPR120C	S-phase entry cyclin-5	3.590741
PKC1	YBL105C	Protein kinase C-like 1	HOC1	YJR075W	Putative glycosyltransferase HOC1	3.590741
KSS1	YGR040W	Mitogen-activated protein kinase KSS1	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	3.590741
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	PPZ2	YDR436W	Serine/threonine-protein phosphatase PP-Z2	3.590741
PKC1	YBL105C	Protein kinase C-like 1	STH1	YIL126W	Nuclear protein STH1/NPS1	3.590741
PKC1	YBL105C	Protein kinase C-like 1	STT4	YLR305C	Phosphatidylinositol 4-kinase STT4	3.590741
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	AMS1	YGL156W	Alpha-mannosidase	3.568237
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	ATG27	YJL178C	Autophagy-related protein 27 precursor	3.568237
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	BNI1	YNL271C	Protein BNI1	3.568237
ARK1	YNL020C	Actin-regulating kinase 1	INP52	YNL106C	Polyphosphatidylinositol phosphatase INP52	3.568237
PRK1	YIL095W	Actin-regulating kinase PRK1	INP52	YNL106C	Polyphosphatidylinositol phosphatase INP52	3.568237
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	HSL7	YBR133C	Protein arginine N-methyltransferase HSL7 {ECO:0000305|PubMed:10903903}	3.531591
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	HSL7	YBR133C	Protein arginine N-methyltransferase HSL7 {ECO:0000305|PubMed:10903903}	3.531591
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	BNI1	YNL271C	Protein BNI1	3.52845
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	CHS3	YBR023C	Chitin synthase 3 {ECO:0000303|PubMed:2050737}	3.52845
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	CLA4	YNL298W	Serine/threonine-protein kinase CLA4	3.52845
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	SPA2	YLL021W	Protein SPA2	3.52845
STE20	YHL007C	Serine/threonine-protein kinase STE20	PTP2	YOR208W	Tyrosine-protein phosphatase 2	3.52198
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	BMH1	YER177W	Protein BMH1	3.485201
ARK1	YNL020C	Actin-regulating kinase 1	BMH2	YDR099W	Protein BMH2	3.47818
CDC15	YAR019C	Cell division control protein 15	AMN1	YBR158W	Antagonist of mitotic exit network protein 1	3.46308
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	CAF120	YNL278W	CCR4-NOT transcriptional complex subunit CAF120	3.46308
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	CLB2	YPR119W	G2/mitotic-specific cyclin-2	3.46308
CDC15	YAR019C	Cell division control protein 15	CLB2	YPR119W	G2/mitotic-specific cyclin-2	3.46308
CKA2	YOR061W	Casein kinase II subunit alpha'	CSE4	YKL049C	Histone H3-like centromeric protein CSE4	3.46308
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	NA	YHR097C	Uncharacterized protein YHR097C	3.46308
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	GSC2	YGR032W	1,3-beta-glucan synthase component GSC2	3.45845
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	POG1	YIL122W	Transcriptional activator POG1	3.45845
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	CLB2	YPR119W	G2/mitotic-specific cyclin-2	3.453399
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	MSH6	YDR097C	DNA mismatch repair protein MSH6	3.45219
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	HHF1	YBR009C	Histone H4	3.43248
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	RIF1	YBR275C	Telomere length regulator protein RIF1	3.43248
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	PBS2	YJL128C	MAP kinase kinase PBS2	3.431181
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	AXL2	YIL140W	Axial budding pattern protein 2 precursor	3.424589
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	CDC55	YGL190C	Protein phosphatase PP2A regulatory subunit B	3.424589
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	CLN2	YPL256C	G1/S-specific cyclin CLN2	3.424589
YCK2	YNL154C	Casein kinase I homolog 2	CDC55	YGL190C	Protein phosphatase PP2A regulatory subunit B	3.42334
TPK2	YPL203W	cAMP-dependent protein kinase type 2	CHK1	YBR274W	Serine/threonine-protein kinase CHK1	3.42334
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	DSK2	YMR276W	Ubiquitin domain-containing protein DSK2	3.42334
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	GIN4	YDR507C	Serine/threonine-protein kinase GIN4	3.42334
STE7	YDL159W	Serine/threonine-protein kinase STE7	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	3.42334
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	PAA1	YDR071C	Polyamine N-acetyltransferase 1	3.42334
DUN1	YDL101C	DNA damage response protein kinase DUN1	RAD1	YPL022W	DNA repair protein RAD1	3.42334
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	RAD53	YPL153C	Serine/threonine-protein kinase RAD53	3.42334
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	TEL1	YBL088C	Serine/threonine-protein kinase TEL1	3.42334
CHK1	YBR274W	Serine/threonine-protein kinase CHK1	TPK2	YPL203W	cAMP-dependent protein kinase type 2	3.42334
YPK2	YMR104C	Serine/threonine-protein kinase YPK2/YKR2	YPK1	YKL126W	Serine/threonine-protein kinase YPK1	3.42334
YPK1	YKL126W	Serine/threonine-protein kinase YPK1	YPK2	YMR104C	Serine/threonine-protein kinase YPK2/YKR2	3.42334
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	SMI1	YGR229C	Cell wall assembly regulator SMI1	3.4215
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	HFI1	YPL254W	Transcriptional coactivator HFI1/ADA1	3.41928
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	RPB2	YOR151C	DNA-directed RNA polymerase II subunit RPB2	3.41928
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	MCM6	YGL201C	DNA replication licensing factor MCM6	3.41131
SMK1	YPR054W	Sporulation-specific mitogen-activated protein kinase SMK1	SMK1	YPR054W	Sporulation-specific mitogen-activated protein kinase SMK1	3.41131
TOR2	YKL203C	Serine/threonine-protein kinase TOR2	BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	3.409599
CDC28	YBR160W	Cyclin-dependent kinase 1	RPN3	YER021W	26S proteasome regulatory subunit RPN3	3.409599
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	TOR2	YKL203C	Serine/threonine-protein kinase TOR2	3.409599
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	UBA4	YHR111W	Adenylyltransferase and sulfurtransferase UBA4 {ECO:0000255|HAMAP-Rule:MF_03049}	3.409599
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	CDC12	YHR107C	Cell division control protein 12	3.40363
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	CLA4	YNL298W	Serine/threonine-protein kinase CLA4	3.40363
TPK3	YKL166C	cAMP-dependent protein kinase type 3	END3	YNL084C	Actin cytoskeleton-regulatory complex protein END3	3.40363
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	LOS1	YKL205W	Exportin-T	3.40363
BUB1	YGR188C	Checkpoint serine/threonine-protein kinase BUB1	MPS1	YDL028C	Serine/threonine-protein kinase MPS1	3.40363
RIM15	YFL033C	Serine/threonine-protein kinase RIM15	MSN4	YKL062W	Zinc finger protein MSN4	3.40363
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	NAP1	YKR048C	Nucleosome assembly protein	3.40363
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	PDR1	YGL013C	Transcription factor PDR1	3.40363
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	RAD1	YPL022W	DNA repair protein RAD1	3.40363
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	RAS2	YNL098C	Ras-like protein 2 precursor	3.40363
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	RLF2	YPR018W	Chromatin assembly factor 1 subunit p90	3.40363
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	RLF2	YPR018W	Chromatin assembly factor 1 subunit p90	3.40363
DUN1	YDL101C	DNA damage response protein kinase DUN1	RLF2	YPR018W	Chromatin assembly factor 1 subunit p90	3.40363
CDC28	YBR160W	Cyclin-dependent kinase 1	SNM1	YDR478W	Ribonuclease MRP protein subunit SNM1	3.40363
MEK1	YOR351C	Meiosis-specific serine/threonine-protein kinase MEK1	SPO13	YHR014W	Meiosis-specific protein SPO13	3.40363
CTK1	YKL139W	CTD kinase subunit alpha	SPT5	YML010W	Transcription elongation factor SPT5	3.40363
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	TEL1	YBL088C	Serine/threonine-protein kinase TEL1	3.40363
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	TSA1	YML028W	Peroxiredoxin TSA1	3.40363
DUN1	YDL101C	DNA damage response protein kinase DUN1	TSA1	YML028W	Peroxiredoxin TSA1	3.40363
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	SKY1	YMR216C	Serine/threonine-protein kinase SKY1	3.390388
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	HIR1	YBL008W	Protein HIR1	3.389889
PKC1	YBL105C	Protein kinase C-like 1	ISR1	YPR106W	Serine/threonine-protein kinase ISR1	3.38483
ISR1	YPR106W	Serine/threonine-protein kinase ISR1	PKC1	YBL105C	Protein kinase C-like 1	3.38483
TDA1	YMR291W	Serine/threonine-protein kinase TDA1	VTC3	YPL019C	Vacuolar transporter chaperone 3	3.384695
PKH1	YDR490C	Serine/threonine-protein kinase PKH1	BMH2	YDR099W	Protein BMH2	3.384146
PKC1	YBL105C	Protein kinase C-like 1	ACK1	YDL203C	Activator of C kinase protein 1	3.382821
PKC1	YBL105C	Protein kinase C-like 1	BNI1	YNL271C	Protein BNI1	3.382821
PKC1	YBL105C	Protein kinase C-like 1	GLC7	YER133W	Serine/threonine-protein phosphatase PP1-2	3.382821
PKC1	YBL105C	Protein kinase C-like 1	LAS21	YJL062W	GPI ethanolamine phosphate transferase 2 precursor	3.382821
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	ABP1	YCR088W	Actin-binding protein	3.38212
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	ADR1	YDR216W	Regulatory protein ADR1	3.38212
MKK2	YPL140C	MAP kinase kinase MKK2/SSP33	ASK10	YGR097W	Activator of SKN7 protein 10	3.38212
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	ASK10	YGR097W	Activator of SKN7 protein 10	3.38212
ARK1	YNL020C	Actin-regulating kinase 1	BEM2	YER155C	GTPase-activating protein BEM2/IPL2	3.38212
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	BFA1	YJR053W	Mitotic check point protein BFA1	3.38212
CTK1	YKL139W	CTD kinase subunit alpha	BMH1	YER177W	Protein BMH1	3.38212
ARK1	YNL020C	Actin-regulating kinase 1	BNI1	YNL271C	Protein BNI1	3.38212
CDC15	YAR019C	Cell division control protein 15	BNI5	YNL166C	Bud neck protein 5	3.38212
IPL1	YPL209C	Spindle assembly checkpoint kinase	BRN1	YBL097W	Condensin complex subunit 2	3.38212
CHK1	YBR274W	Serine/threonine-protein kinase CHK1	CDC20	YGL116W	APC/C activator protein CDC20	3.38212
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	CDC20	YGL116W	APC/C activator protein CDC20	3.38212
GCN2	YDR283C	eIF-2-alpha kinase GCN2 {ECO:0000250|UniProtKB:Q9HGN1}	CDC34	YDR054C	Ubiquitin-conjugating enzyme E2-34 kDa	3.38212
MKK2	YPL140C	MAP kinase kinase MKK2/SSP33	CDC34	YDR054C	Ubiquitin-conjugating enzyme E2-34 kDa	3.38212
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	CDC34	YDR054C	Ubiquitin-conjugating enzyme E2-34 kDa	3.38212
VPS15	YBR097W	Serine/threonine-protein kinase VPS15	CDC34	YDR054C	Ubiquitin-conjugating enzyme E2-34 kDa	3.38212
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	CDC34	YDR054C	Ubiquitin-conjugating enzyme E2-34 kDa	3.38212
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	3.38212
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	CDH1	YGL003C	APC/C activator protein CDH1	3.38212
RIM11	YMR139W	Serine/threonine-protein kinase RIM11/MSD1	CIN5	YOR028C	AP-1-like transcription factor YAP4	3.38212
YGK3	YOL128C	Glycogen synthase kinase-3 homolog YGK3	CIN5	YOR028C	AP-1-like transcription factor YAP4	3.38212
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	DBP2	YNL112W	ATP-dependent RNA helicase DBP2	3.38212
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	DNA2	YHR164C	DNA replication ATP-dependent helicase/nuclease DNA2	3.38212
ARK1	YNL020C	Actin-regulating kinase 1	EDE1	YBL047C	EH domain-containing and endocytosis protein 1	3.38212
PKC1	YBL105C	Protein kinase C-like 1	FUS3	YBL016W	Mitogen-activated protein kinase FUS3	3.38212
KIN28	YDL108W	Serine/threonine-protein kinase KIN28	GAL4	YPL248C	Regulatory protein GAL4	3.38212
TOS3	YGL179C	Serine/threonine-protein kinase TOS3	GPA1	YHR005C	Guanine nucleotide-binding protein alpha-1 subunit	3.38212
SPS1	YDR523C	Sporulation-specific protein 1	HHF1	YBR009C	Histone H4	3.38212
SPS1	YDR523C	Sporulation-specific protein 1	HHF2	YNL030W	Histone H4	3.38212
DBF20	YPR111W	Serine/threonine-protein kinase DBF20	HOF1	YMR032W	Cytokinesis protein 2	3.38212
CDC15	YAR019C	Cell division control protein 15	HOF1	YMR032W	Cytokinesis protein 2	3.38212
TDA1	YMR291W	Serine/threonine-protein kinase TDA1	HXK2	YGL253W	Hexokinase-2	3.38212
RIM11	YMR139W	Serine/threonine-protein kinase RIM11/MSD1	KIP2	YPL155C	Kinesin-like protein KIP2	3.38212
DBF20	YPR111W	Serine/threonine-protein kinase DBF20	KIP2	YPL155C	Kinesin-like protein KIP2	3.38212
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	LCD1	YDR499W	DNA damage checkpoint protein LCD1	3.38212
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	MAD3	YJL013C	Spindle assembly checkpoint component MAD3	3.38212
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	MAD3	YJL013C	Spindle assembly checkpoint component MAD3	3.38212
SAK1	YER129W	SNF1-activating kinase 1	MIG1	YGL035C	Regulatory protein MIG1	3.38212
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	MIH1	YMR036C	M-phase inducer phosphatase	3.38212
SKY1	YMR216C	Serine/threonine-protein kinase SKY1	MIH1	YMR036C	M-phase inducer phosphatase	3.38212
STE20	YHL007C	Serine/threonine-protein kinase STE20	MIH1	YMR036C	M-phase inducer phosphatase	3.38212
STE7	YDL159W	Serine/threonine-protein kinase STE7	MSG5	YNL053W	Tyrosine-protein phosphatase MSG5	3.38212
