gene_name_a	oln_id_a	gene_description_a	gene_name_b	oln_id_b	gene_description_b	type_of_interaction
PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	PRP45	YAL032C	Pre-mRNA-processing protein 45	p
PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	CWC2	YDL209C	Pre-mRNA-splicing factor CWC2	p
PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	NTR2	YKR022C	Pre-mRNA-splicing factor NTR2	p
PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	PRP19	YLL036C	Pre-mRNA-processing factor 19 {ECO:0000305}	p
PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	CLF1	YLR117C	Pre-mRNA-splicing factor CLF1	p
PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	SPP382	YLR424W	Pre-mRNA-splicing factor SPP382	p
PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	PRP46	YPL151C	Pre-mRNA-splicing factor PRP46	p
PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	CWC23	YGL128C	Pre-mRNA-splicing factor CWC23	p
NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	CBC2	YPL178W	Nuclear cap-binding protein subunit 2	p
NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	SUB2	YDL084W	ATP-dependent RNA helicase SUB2	p
NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	YRA1	YDR381W	RNA annealing protein YRA1	p
NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	THO2	YNL139C	THO complex subunit 2	p
NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	NUP42	YDR192C	Nucleoporin NUP42	p
NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	GFD1	YMR255W	mRNA transport factor GFD1	p
NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	MLP1	YKR095W	Protein MLP1	p
NAB2	YGL122C	Nuclear polyadenylated RNA-binding protein NAB2	MEX67	YPL169C	mRNA export factor MEX67	p
RPS2	YGL123W	40S ribosomal protein S2	CTK1	YKL139W	CTD kinase subunit alpha	ku
MON1	YGL124C	Vacuolar fusion protein MON1	RAP1	YNL216W	DNA-binding protein RAP1	tu
MON1	YGL124C	Vacuolar fusion protein MON1	FHL1	YPR104C	Pre-rRNA-processing protein FHL1	tu
MON1	YGL124C	Vacuolar fusion protein MON1	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
MON1	YGL124C	Vacuolar fusion protein MON1	CDC28	YBR160W	Cyclin-dependent kinase 1	p
MET13	YGL125W	Methylenetetrahydrofolate reductase 2	CBF1	YJR060W	Centromere-binding protein 1	tu
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	MED2	YDL005C	Mediator of RNA polymerase II transcription subunit 2	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	SRB7	YDR308C	Mediator of RNA polymerase II transcription subunit 21	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	SRB4	YER022W	Mediator of RNA polymerase II transcription subunit 17	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	SRB5	YGR104C	Mediator of RNA polymerase II transcription subunit 18	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	MED6	YHR058C	Mediator of RNA polymerase II transcription subunit 6	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	SIN4	YNL236W	Mediator of RNA polymerase II transcription subunit 16	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	CSE2	YNR010W	Mediator of RNA polymerase II transcription subunit 9	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	GAL11	YOL051W	Mediator of RNA polymerase II transcription subunit 15	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	MED7	YOL135C	Mediator of RNA polymerase II transcription subunit 7	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	MED4	YOR174W	Mediator of RNA polymerase II transcription subunit 4	p
SOH1	YGL127C	Mediator of RNA polymerase II transcription subunit 31	MED1	YPR070W	Mediator of RNA polymerase II transcription subunit 1	p
CWC23	YGL128C	Pre-mRNA-splicing factor CWC23	BRR2	YER172C	Pre-mRNA-splicing helicase BRR2	p
CEG1	YGL130W	mRNA-capping enzyme subunit alpha	RPO21	YDL140C	DNA-directed RNA polymerase II subunit RPB1	p
CEG1	YGL130W	mRNA-capping enzyme subunit alpha	KIN28	YDL108W	Serine/threonine-protein kinase KIN28	ku
RPL1B	YGL135W	60S ribosomal protein L1-B	RAP1	YNL216W	DNA-binding protein RAP1	tu
MRM2	YGL136C	rRNA methyltransferase 2, mitochondrial {ECO:0000303|PubMed:11867542} precursor	RAP1	YNL216W	DNA-binding protein RAP1	tu
MRM2	YGL136C	rRNA methyltransferase 2, mitochondrial {ECO:0000303|PubMed:11867542} precursor	FHL1	YPR104C	Pre-rRNA-processing protein FHL1	tu
SEC27	YGL137W	Coatomer subunit beta'	SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	p
SEC27	YGL137W	Coatomer subunit beta'	REB1	YBR049C	DNA-binding protein REB1	tu
SEC27	YGL137W	Coatomer subunit beta'	SEC18	YBR080C	Vesicular-fusion protein SEC18	p
SEC27	YGL137W	Coatomer subunit beta'	SEC22	YLR268W	Protein transport protein SEC22	p
SEC27	YGL137W	Coatomer subunit beta'	SEC26	YDR238C	Coatomer subunit beta	p
SEC27	YGL137W	Coatomer subunit beta'	RET2	YFR051C	Coatomer subunit delta	p
SEC27	YGL137W	Coatomer subunit beta'	UBI4	YLL039C	Polyubiquitin precursor	p
SEC27	YGL137W	Coatomer subunit beta'	SEC21	YNL287W	Coatomer subunit gamma	p
SEC27	YGL137W	Coatomer subunit beta'	RET3	YPL010W	Coatomer subunit zeta	p
SEC27	YGL137W	Coatomer subunit beta'	BET1	YIL004C	Protein transport protein BET1	p
SEC27	YGL137W	Coatomer subunit beta'	SEC28	YIL076W	Coatomer subunit epsilon	p
SEC27	YGL137W	Coatomer subunit beta'	ARF1	YDL192W	ADP-ribosylation factor 1	p
SEC27	YGL137W	Coatomer subunit beta'	COP1	YDL145C	Coatomer subunit alpha	p
TIP20	YGL145W	Protein transport protein TIP20	USE1	YGL098W	Protein transport protein USE1	p
TIP20	YGL145W	Protein transport protein TIP20	SEC22	YLR268W	Protein transport protein SEC22	p
TIP20	YGL145W	Protein transport protein TIP20	SEC39	YLR440C	Protein transport protein SEC39	p
TIP20	YGL145W	Protein transport protein TIP20	DSL1	YNL258C	Protein transport protein DSL1	p
TIP20	YGL145W	Protein transport protein TIP20	UFE1	YOR075W	Syntaxin UFE1	p
RPL9A	YGL147C	60S ribosomal protein L9-A	RAP1	YNL216W	DNA-binding protein RAP1	p
RPL9A	YGL147C	60S ribosomal protein L9-A	RAP1	YNL216W	DNA-binding protein RAP1	tu
NA	YGL149W	Putative uncharacterized protein YGL149W precursor	SKP1	YDR328C	Suppressor of kinetochore protein 1	p
INO80	YGL150C	Putative DNA helicase INO80	RAD23	YEL037C	UV excision repair protein RAD23	p
INO80	YGL150C	Putative DNA helicase INO80	HHT1	YBR010W	Histone H3	p
INO80	YGL150C	Putative DNA helicase INO80	TAF14	YPL129W	Transcription initiation factor TFIID subunit 14	p
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	REB1	YBR049C	DNA-binding protein REB1	tu
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	MED8	YBR193C	Mediator of RNA polymerase II transcription subunit 8	p
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	SRB4	YER022W	Mediator of RNA polymerase II transcription subunit 17	p
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	PGD1	YGL025C	Mediator of RNA polymerase II transcription subunit 3	p
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	SRB5	YGR104C	Mediator of RNA polymerase II transcription subunit 18	p
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	MED6	YHR058C	Mediator of RNA polymerase II transcription subunit 6	p
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	RGR1	YLR071C	Mediator of RNA polymerase II transcription subunit 14	p
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	SIN4	YNL236W	Mediator of RNA polymerase II transcription subunit 16	p
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	MED1	YPR070W	Mediator of RNA polymerase II transcription subunit 1	p
NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	SRB2	YHR041C	Mediator of RNA polymerase II transcription subunit 20	p
CDC43	YGL155W	Geranylgeranyl transferase type-1 subunit beta	RAM2	YKL019W	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	PSE1	YMR308C	Importin subunit beta-3 {ECO:0000305}	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	KAP95	YLR347C	Importin subunit beta-1 {ECO:0000303|PubMed:9321403}	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	NUP116	YMR047C	Nucleoporin NUP116/NSP116	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	POM152	YMR129W	Nucleoporin POM152	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	CRM1	YGR218W	Exportin-1	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	NSP1	YJL041W	Nucleoporin NSP1	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	KAP104	YBR017C	Importin subunit beta-2 {ECO:0000250|UniProtKB:Q92973}	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	NUP84	YDL116W	Nucleoporin NUP84	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	MSN5	YDR335W	Protein MSN5	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	KAP123	YER110C	Importin subunit beta-4 {ECO:0000305}	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	PAB1	YER165W	Polyadenylate-binding protein, cytoplasmic and nuclear	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	NUP145	YGL092W	Nucleoporin NUP145 precursor	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	NUP57	YGR119C	Nucleoporin NUP57	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	NUP85	YJR042W	Nucleoporin NUP85	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	NUP120	YKL057C	Nucleoporin NUP120	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	NUP133	YKR082W	Nucleoporin NUP133	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	NUP2	YLR335W	Nucleoporin NUP2	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	SRP1	YNL189W	Importin subunit alpha	p
XRN1	YGL173C	5'-3' exoribonuclease 1	BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	ku
XRN1	YGL173C	5'-3' exoribonuclease 1	YRA1	YDR381W	RNA annealing protein YRA1	p
XRN1	YGL173C	5'-3' exoribonuclease 1	LSM4	YER112W	U6 snRNA-associated Sm-like protein LSm4	p
XRN1	YGL173C	5'-3' exoribonuclease 1	LSM3	YLR438C-A	U6 snRNA-associated Sm-like protein LSm3	p
BUD13	YGL174W	Pre-mRNA-splicing factor CWC26	CWC2	YDL209C	Pre-mRNA-splicing factor CWC2	p
BUD13	YGL174W	Pre-mRNA-splicing factor CWC26	IST3	YIR005W	U2 snRNP component IST3	p
SAE2	YGL175C	DNA endonuclease SAE2	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	ku
SAE2	YGL175C	DNA endonuclease SAE2	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	p
MPT5	YGL178W	Suppressor protein MPT5	DEF1	YKL054C	RNA polymerase II degradation factor 1	p
TOS3	YGL179C	Serine/threonine-protein kinase TOS3	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	kd
TOS3	YGL179C	Serine/threonine-protein kinase TOS3	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	ku
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	TYE7	YOR344C	Serine-rich protein TYE7	p
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	ATG9	YDL149W	Autophagy-related protein 9 {ECO:0000303|PubMed:14536056}	kd
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	ATG9	YDL149W	Autophagy-related protein 9 {ECO:0000303|PubMed:14536056}	p
GTS1	YGL181W	Protein GTS1	RVS167	YDR388W	Reduced viability upon starvation protein 167	p
GTS1	YGL181W	Protein GTS1	LSB3	YFR024C-A	LAS seventeen-binding protein 3	p
GTS1	YGL181W	Protein GTS1	YSC84	YHR016C	Protein YSC84	p
GTS1	YGL181W	Protein GTS1	PAN1	YIR006C	Actin cytoskeleton-regulatory complex protein PAN1	p
GTS1	YGL181W	Protein GTS1	BSP1	YPR171W	Protein BSP1	p
GTS1	YGL181W	Protein GTS1	YAP1802	YGR241C	Clathrin coat assembly protein AP180B	p
GTS1	YGL181W	Protein GTS1	SFI1	YLL003W	Protein SFI1	p
RPS26A	YGL189C	40S ribosomal protein S26-A	TSR2	YLR435W	Pre-rRNA-processing protein TSR2	p
RPS26A	YGL189C	40S ribosomal protein S26-A	FHL1	YPR104C	Pre-rRNA-processing protein FHL1	tu
CDC55	YGL190C	Protein phosphatase PP2A regulatory subunit B	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
CDC55	YGL190C	Protein phosphatase PP2A regulatory subunit B	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	ku
CDC55	YGL190C	Protein phosphatase PP2A regulatory subunit B	YCK2	YNL154C	Casein kinase I homolog 2	ku
CDC55	YGL190C	Protein phosphatase PP2A regulatory subunit B	PPH22	YDL188C	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit	p
CDC55	YGL190C	Protein phosphatase PP2A regulatory subunit B	ELM1	YKL048C	Serine/threonine-protein kinase ELM1	ku
CDC55	YGL190C	Protein phosphatase PP2A regulatory subunit B	ZDS2	YML109W	Protein ZDS2	p
HOS2	YGL194C	Probable histone deacetylase HOS2	ABF1	YKL112W	ARS-binding factor 1	tu
GCN1	YGL195W	eIF-2-alpha kinase activator GCN1 {ECO:0000305}	ABF1	YKL112W	ARS-binding factor 1	tu
MDS3	YGL197W	Negative regulator of sporulation MDS3	MCK1	YNL307C	Protein kinase MCK1	ku
MCM6	YGL201C	DNA replication licensing factor MCM6	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
MCM6	YGL201C	DNA replication licensing factor MCM6	MCM7	YBR202W	DNA replication licensing factor MCM7	p
MCM6	YGL201C	DNA replication licensing factor MCM6	MRC1	YCL061C	Mediator of replication checkpoint protein 1	p
MCM6	YGL201C	DNA replication licensing factor MCM6	CDC7	YDL017W	Cell division control protein 7	ku
MCM6	YGL201C	DNA replication licensing factor MCM6	CDC7	YDL017W	Cell division control protein 7	p
MCM6	YGL201C	DNA replication licensing factor MCM6	PSF1	YDR013W	DNA replication complex GINS protein PSF1	p
MCM6	YGL201C	DNA replication licensing factor MCM6	SLD5	YDR489W	DNA replication complex GINS protein SLD5	p
MCM6	YGL201C	DNA replication licensing factor MCM6	SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	p
MCM6	YGL201C	DNA replication licensing factor MCM6	MCM3	YEL032W	DNA replication licensing factor MCM3	p
MCM6	YGL201C	DNA replication licensing factor MCM6	SLD3	YGL113W	DNA replication regulator SLD3	p
MCM6	YGL201C	DNA replication licensing factor MCM6	MCM10	YIL150C	Minichromosome maintenance protein 10	p
MCM6	YGL201C	DNA replication licensing factor MCM6	PSF2	YJL072C	DNA replication complex GINS protein PSF2	p
MCM6	YGL201C	DNA replication licensing factor MCM6	TAH11	YJR046W	Cell division cycle protein CDT1	p
MCM6	YGL201C	DNA replication licensing factor MCM6	CDC45	YLR103C	Cell division control protein 45	p
MCM6	YGL201C	DNA replication licensing factor MCM6	TOF1	YNL273W	Topoisomerase 1-associated factor 1	p
MCM6	YGL201C	DNA replication licensing factor MCM6	PSF3	YOL146W	DNA replication complex GINS protein PSF3	p
MCM6	YGL201C	DNA replication licensing factor MCM6	MCM4	YPR019W	DNA replication licensing factor MCM4	p
MCM6	YGL201C	DNA replication licensing factor MCM6	MCM2	YBL023C	DNA replication licensing factor MCM2	p
MCM6	YGL201C	DNA replication licensing factor MCM6	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	ku
SPT16	YGL207W	FACT complex subunit SPT16	RAD23	YEL037C	UV excision repair protein RAD23	p
SPT16	YGL207W	FACT complex subunit SPT16	BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	ku
SPT16	YGL207W	FACT complex subunit SPT16	UBI4	YLL039C	Polyubiquitin precursor	p
SPT16	YGL207W	FACT complex subunit SPT16	SWI6	YLR182W	Regulatory protein SWI6	p
YPT32	YGL210W	GTP-binding protein YPT32/YPT11	GDI1	YER136W	Rab GDP-dissociation inhibitor	p
YPT32	YGL210W	GTP-binding protein YPT32/YPT11	YIP4	YGL198W	Protein YIP4	p
YPT32	YGL210W	GTP-binding protein YPT32/YPT11	RCY1	YJL204C	Recyclin-1	p
YPT32	YGL210W	GTP-binding protein YPT32/YPT11	YIP3	YNL044W	Prenylated Rab acceptor 1	p
YPT32	YGL210W	GTP-binding protein YPT32/YPT11	YIF1	YNL263C	Protein transport protein YIF1	p
YPT32	YGL210W	GTP-binding protein YPT32/YPT11	MYO2	YOR326W	Myosin-2	p
CLG1	YGL215W	PHO85 cyclin CLG1	NUP116	YMR047C	Nucleoporin NUP116/NSP116	p
CLG1	YGL215W	PHO85 cyclin CLG1	PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	ku
CLG1	YGL215W	PHO85 cyclin CLG1	PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	p
KIP3	YGL216W	Kinesin-like protein KIP3	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
KIP3	YGL216W	Kinesin-like protein KIP3	CDC28	YBR160W	Cyclin-dependent kinase 1	p
KIP3	YGL216W	Kinesin-like protein KIP3	STU2	YLR045C	Protein STU2	p
KIP3	YGL216W	Kinesin-like protein KIP3	TUB1	YML085C	Tubulin alpha-1 chain	p
MDM34	YGL219C	Mitochondrial distribution and morphology protein 34 {ECO:0000255|HAMAP-Rule:MF_03105}	UBI4	YLL039C	Polyubiquitin precursor	p
EDC1	YGL222C	Enhancer of mRNA-decapping protein 1	ABF1	YKL112W	ARS-binding factor 1	tu
EDC1	YGL222C	Enhancer of mRNA-decapping protein 1	DCP1	YOL149W	mRNA-decapping enzyme subunit 1	p
VRG4	YGL225W	GDP-mannose transporter 1	ABF1	YKL112W	ARS-binding factor 1	tu
VRG4	YGL225W	GDP-mannose transporter 1	REB1	YBR049C	DNA-binding protein REB1	tu
OST5	YGL226C-A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5	WBP1	YEL002C	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 precursor	p
OST5	YGL226C-A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5	STT3	YGL022W	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3	p
OST5	YGL226C-A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5	OST1	YJL002C	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 precursor	p
OST5	YGL226C-A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5	OST6	YML019W	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST6 precursor	p
OST5	YGL226C-A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5	OST3	YOR085W	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 precursor	p
OST5	YGL226C-A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5	OST4	YDL232W	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST4	p
SHE10	YGL228W	Outer spore wall assembly protein SHE10 {ECO:0000305|PubMed:23966878} precursor	ABF1	YKL112W	ARS-binding factor 1	tu
SEC15	YGL233W	Exocyst complex component SEC15	BEM1	YBR200W	Bud emergence protein 1	p
SEC15	YGL233W	Exocyst complex component SEC15	SEC5	YDR166C	Exocyst complex component SEC5	p
SEC15	YGL233W	Exocyst complex component SEC15	SEC6	YIL068C	Exocyst complex component SEC6	p
SEC15	YGL233W	Exocyst complex component SEC15	EXO70	YJL085W	Exocyst complex component EXO70	p
SEC15	YGL233W	Exocyst complex component SEC15	SEC10	YLR166C	Exocyst complex component SEC10	p
SEC15	YGL233W	Exocyst complex component SEC15	SEC8	YPR055W	Exocyst complex component SEC8	p
SEC15	YGL233W	Exocyst complex component SEC15	EXO84	YBR102C	Exocyst complex component EXO84	p
SEC15	YGL233W	Exocyst complex component SEC15	SEC4	YFL005W	Ras-related protein SEC4	p
SEC15	YGL233W	Exocyst complex component SEC15	SEC2	YNL272C	Rab guanine nucleotide exchange factor SEC2	p
SEC15	YGL233W	Exocyst complex component SEC15	MYO2	YOR326W	Myosin-2	p
NA	YGL235W	Uncharacterized protein YGL235W	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
NA	YGL235W	Uncharacterized protein YGL235W	CDC28	YBR160W	Cyclin-dependent kinase 1	p
HAP2	YGL237C	Transcriptional activator HAP2	GRX4	YER174C	Monothiol glutaredoxin-4	td
CSE1	YGL238W	Importin alpha re-exporter	SSA1	YAL005C	Heat shock protein SSA1	p
CSE1	YGL238W	Importin alpha re-exporter	GSP1	YLR293C	GTP-binding nuclear protein GSP1/CNR1	p
CSE1	YGL238W	Importin alpha re-exporter	SRP1	YNL189W	Importin subunit alpha	p
CSE1	YGL238W	Importin alpha re-exporter	REB1	YBR049C	DNA-binding protein REB1	tu
CSE1	YGL238W	Importin alpha re-exporter	ACT1	YFL039C	Actin	p
CSE1	YGL238W	Importin alpha re-exporter	DHH1	YDL160C	ATP-dependent RNA helicase DHH1 {ECO:0000305}	p
CSE1	YGL238W	Importin alpha re-exporter	FKS1	YLR342W	1,3-beta-glucan synthase component FKS1	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	CDC27	YBL084C	Anaphase-promoting complex subunit CDC27	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	APC11	YDL008W	Anaphase-promoting complex subunit 11	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	APC4	YDR118W	Anaphase-promoting complex subunit 4	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	CDC26	YFR036W	Anaphase-promoting complex subunit CDC26	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	CDC23	YHR166C	Anaphase-promoting complex subunit CDC23	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	MND2	YIR025W	Anaphase-promoting complex subunit MND2	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	CDC16	YKL022C	Anaphase-promoting complex subunit CDC16	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	APC9	YLR102C	Anaphase-promoting complex subunit 9	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	APC2	YLR127C	Anaphase-promoting complex subunit 2	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	APC1	YNL172W	Anaphase-promoting complex subunit 1	p
DOC1	YGL240W	Anaphase-promoting complex subunit DOC1	APC5	YOR249C	Anaphase-promoting complex subunit 5	p
KAP114	YGL241W	Importin subunit beta-5	HTZ1	YOL012C	Histone H2A.Z	p
